2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [wrapper_materialized_blob] overrides previous : org.hibernate.type.WrappedMaterializedBlobType@79ab3a71
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [materialized_blob] overrides previous : org.hibernate.type.MaterializedBlobType@6e5bfdfc
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [blob] overrides previous : org.hibernate.type.BlobType@3d829787
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [java.sql.Blob] overrides previous : org.hibernate.type.BlobType@3d829787
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [wrapper_characters_clob] overrides previous : org.hibernate.type.CharacterArrayClobType@71652c98
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [characters_clob] overrides previous : org.hibernate.type.PrimitiveCharacterArrayClobType@51bde877
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [materialized_clob] overrides previous : org.hibernate.type.MaterializedClobType@60b85ba1
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [clob] overrides previous : org.hibernate.type.ClobType@492fc69e
2019-01-16 00:01:00,890 INFO  [BasicTypeRegistry]  - Type registration [java.sql.Clob] overrides previous : org.hibernate.type.ClobType@492fc69e
2019-01-16 00:01:00,984 INFO  [SessionFactoryObjectFactory]  - Not binding factory to JNDI, no JNDI name configured
2019-01-16 00:01:01,110 INFO  [Dialect]  - Using dialect: org.hibernate.dialect.HSQLDialect
2019-01-16 00:01:01,126 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.CAR
2019-01-16 00:01:01,126 INFO  [TableMetadata]  - columns: [sold, model, id, make]
2019-01-16 00:01:01,126 INFO  [TableMetadata]  - foreign keys: []
2019-01-16 00:01:01,126 INFO  [TableMetadata]  - indexes: [sys_idx_sys_pk_10056_10057]
2019-01-16 00:01:01,133 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.LABEL
2019-01-16 00:01:01,133 INFO  [TableMetadata]  - columns: [id, label]
2019-01-16 00:01:01,133 INFO  [TableMetadata]  - foreign keys: []
2019-01-16 00:01:01,133 INFO  [TableMetadata]  - indexes: [sys_idx_sys_pk_10120_10121]
2019-01-16 00:01:01,139 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.PERSON
